container_id,bol,milestone_code,milestone_date,port_name
CONT1000002,BOL2024100002,DESTINATION_GATE_OUT,2024-09-14,Los Angeles
CONT1000002,BOL2024100002,DELIVERED_TO_NODE,2024-09-16,Los Angeles
CONT1000002,BOL2024100002,EMPTY_RETURNED,2024-09-18,Los Angeles
CONT1000003,BOL2024100003,ORIGIN_GATE_IN,2024-07-16,Ho Chi Minh
CONT1000003,BOL2024100003,LOADED_ON_VESSEL,2024-07-19,Ho Chi Minh
CONT1000003,BOL2024100003,VESSEL_DEPARTED,2024-07-22,Ho Chi Minh
CONT1000003,BOL2024100003,DESTINATION_PORT_ARRIVAL,2024-08-31,Los Angeles
CONT1000003,BOL2024100003,VESSEL_DISCHARGE,2024-08-31,Los Angeles
CONT1000003,BOL2024100003,CUSTOMS_RELEASED,2024-08-31,Los Angeles
CONT1000003,BOL2024100003,DESTINATION_GATE_OUT,2024-09-03,Los Angeles
CONT1000003,BOL2024100003,DELIVERED_TO_NODE,2024-09-03,Los Angeles
CONT1000003,BOL2024100003,EMPTY_RETURNED,2024-09-04,Los Angeles
CONT1000004,BOL2024100004,ORIGIN_GATE_IN,2024-10-07,Ningbo
CONT1000004,BOL2024100004,LOADED_ON_VESSEL,2024-10-08,Ningbo
CONT1000004,BOL2024100004,VESSEL_DEPARTED,2024-10-11,Ningbo
CONT1000004,BOL2024100004,DESTINATION_PORT_ARRIVAL,2024-10-29,New York/New Jersey
CONT1000004,BOL2024100004,VESSEL_DISCHARGE,2024-11-01,New York/New Jersey
CONT1000004,BOL2024100004,CUSTOMS_RELEASED,2024-11-04,New York/New Jersey
CONT1000004,BOL2024100004,DESTINATION_GATE_OUT,2024-11-09,New York/New Jersey
CONT1000004,BOL2024100004,DELIVERED_TO_NODE,2024-11-12,New York/New Jersey
CONT1000004,BOL2024100004,EMPTY_RETURNED,2024-11-22,New York/New Jersey
CONT1000005,BOL2024100005,ORIGIN_GATE_IN,2024-10-03,Singapore
CONT1000005,BOL2024100005,LOADED_ON_VESSEL,2024-10-09,Singapore
CONT1000005,BOL2024100005,VESSEL_DEPARTED,2024-10-11,Singapore
CONT1000005,BOL2024100005,DESTINATION_PORT_ARRIVAL,2024-11-25,New York/New Jersey
CONT1000005,BOL2024100005,VESSEL_DISCHARGE,2024-11-27,New York/New Jersey
CONT1000005,BOL2024100005,CUSTOMS_RELEASED,2024-12-01,New York/New Jersey
CONT1000005,BOL2024100005,DESTINATION_GATE_OUT,2024-12-05,New York/New Jersey
CONT1000005,BOL2024100005,DELIVERED_TO_NODE,2024-12-07,New York/New Jersey
CONT1000005,BOL2024100005,EMPTY_RETURNED,2024-12-14,New York/New Jersey
CONT1000006,BOL2024100006,ORIGIN_GATE_IN,2024-03-31,Shanghai
CONT1000006,BOL2024100006,LOADED_ON_VESSEL,2024-04-07,Shanghai
CONT1000006,BOL2024100006,VESSEL_DEPARTED,2024-04-09,Shanghai
CONT1000006,BOL2024100006,DESTINATION_PORT_ARRIVAL,2024-05-08,Los Angeles
CONT1000006,BOL2024100006,VESSEL_DISCHARGE,2024-05-08,Los Angeles
CONT1000006,BOL2024100006,CUSTOMS_RELEASED,2024-05-09,Los Angeles
CONT1000006,BOL2024100006,DESTINATION_GATE_OUT,2024-05-10,Los Angeles
CONT1000006,BOL2024100006,DELIVERED_TO_NODE,2024-05-10,Los Angeles
CONT1000006,BOL2024100006,EMPTY_RETURNED,2024-05-14,Los Angeles
CONT1000007,BOL2024100007,ORIGIN_GATE_IN,2025-04-12,Ho Chi Minh
CONT1000007,BOL2024100007,LOADED_ON_VESSEL,2025-04-14,Ho Chi Minh
CONT1000007,BOL2024100007,VESSEL_DEPARTED,2025-04-15,Ho Chi Minh
CONT1000007,BOL2024100007,DESTINATION_PORT_ARRIVAL,2025-05-20,Seattle
CONT1000007,BOL2024100007,VESSEL_DISCHARGE,2025-05-21,Seattle
CONT1000007,BOL2024100007,CUSTOMS_RELEASED,2025-05-21,Seattle
CONT1000007,BOL2024100007,DESTINATION_GATE_OUT,2025-05-22,Seattle
CONT1000007,BOL2024100007,DELIVERED_TO_NODE,2025-05-25,Seattle
CONT1000007,BOL2024100007,EMPTY_RETURNED,2025-05-28,Seattle
CONT1000008,BOL2024100008,ORIGIN_GATE_IN,2024-10-19,Busan
CONT1000008,BOL2024100008,LOADED_ON_VESSEL,2024-10-26,Busan
CONT1000008,BOL2024100008,VESSEL_DEPARTED,2024-10-27,Busan
CONT1000008,BOL2024100008,DESTINATION_PORT_ARRIVAL,2024-12-07,Los Angeles
CONT1000008,BOL2024100008,VESSEL_DISCHARGE,2024-12-10,Los Angeles
CONT1000008,BOL2024100008,CUSTOMS_RELEASED,2024-12-15,Los Angeles
CONT1000008,BOL2024100008,DESTINATION_GATE_OUT,2024-12-19,Los Angeles
CONT1000008,BOL2024100008,DELIVERED_TO_NODE,2024-12-20,Los Angeles
CONT1000008,BOL2024100008,EMPTY_RETURNED,2024-12-22,Los Angeles
CONT1000009,BOL2024100009,ORIGIN_GATE_IN,2024-02-11,Ho Chi Minh
CONT1000009,BOL2024100009,LOADED_ON_VESSEL,2024-02-14,Ho Chi Minh
CONT1000009,BOL2024100009,VESSEL_DEPARTED,2024-02-16,Ho Chi Minh
CONT1000009,BOL2024100009,DESTINATION_PORT_ARRIVAL,2024-03-29,Long Beach
CONT1000009,BOL2024100009,VESSEL_DISCHARGE,2024-03-30,Long Beach
CONT1000009,BOL2024100009,CUSTOMS_RELEASED,2024-04-02,Long Beach
CONT1000009,BOL2024100009,DESTINATION_GATE_OUT,2024-04-05,Long Beach
CONT1000009,BOL2024100009,DELIVERED_TO_NODE,2024-04-05,Long Beach
CONT1000009,BOL2024100009,EMPTY_RETURNED,2024-04-07,Long Beach
CONT1000010,BOL2024100010,ORIGIN_GATE_IN,2024-04-09,Yantian
CONT1000010,BOL2024100010,LOADED_ON_VESSEL,2024-04-12,Yantian
CONT1000010,BOL2024100010,VESSEL_DEPARTED,2024-04-13,Yantian
CONT1000010,BOL2024100010,DESTINATION_PORT_ARRIVAL,2024-05-15,Los Angeles
CONT1000010,BOL2024100010,VESSEL_DISCHARGE,2024-05-18,Los Angeles
CONT1000010,BOL2024100010,CUSTOMS_RELEASED,2024-05-21,Los Angeles
CONT1000010,BOL2024100010,DESTINATION_GATE_OUT,2024-05-24,Los Angeles
CONT1000010,BOL2024100010,DELIVERED_TO_NODE,2024-05-24,Los Angeles
CONT1000010,BOL2024100010,EMPTY_RETURNED,2024-06-01,Los Angeles
CONT1000011,BOL2024100011,ORIGIN_GATE_IN,2024-06-08,Busan
CONT1000011,BOL2024100011,LOADED_ON_VESSEL,2024-06-14,Busan
CONT1000011,BOL2024100011,VESSEL_DEPARTED,2024-06-15,Busan
CONT1000011,BOL2024100011,DESTINATION_PORT_ARRIVAL,2024-07-14,Houston
CONT1000011,BOL2024100011,VESSEL_DISCHARGE,2024-07-15,Houston
CONT1000011,BOL2024100011,CUSTOMS_RELEASED,2024-07-17,Houston
CONT1000011,BOL2024100011,DESTINATION_GATE_OUT,2024-07-21,Houston
CONT1000011,BOL2024100011,DELIVERED_TO_NODE,2024-07-24,Houston
CONT1000011,BOL2024100011,EMPTY_RETURNED,2024-07-25,Houston
CONT1000012,BOL2024100012,ORIGIN_GATE_IN,2025-10-20,Ningbo
CONT1000012,BOL2024100012,LOADED_ON_VESSEL,2025-10-24,Ningbo
CONT1000012,BOL2024100012,VESSEL_DEPARTED,2025-10-25,Ningbo
CONT1000012,BOL2024100012,DESTINATION_PORT_ARRIVAL,2025-11-30,Houston
CONT1000012,BOL2024100012,VESSEL_DISCHARGE,2025-11-30,Houston
CONT1000012,BOL2024100012,CUSTOMS_RELEASED,2025-12-05,Houston
CONT1000012,BOL2024100012,DESTINATION_GATE_OUT,2025-12-10,Houston
CONT1000012,BOL2024100012,DELIVERED_TO_NODE,2025-12-13,Houston
CONT1000012,BOL2024100012,EMPTY_RETURNED,2025-12-20,Houston
CONT1000013,BOL2024100013,ORIGIN_GATE_IN,2024-06-07,Ho Chi Minh
CONT1000013,BOL2024100013,LOADED_ON_VESSEL,2024-06-14,Ho Chi Minh
CONT1000013,BOL2024100013,VESSEL_DEPARTED,2024-06-16,Ho Chi Minh
CONT1000013,BOL2024100013,DESTINATION_PORT_ARRIVAL,2024-08-05,Houston
CONT1000013,BOL2024100013,VESSEL_DISCHARGE,2024-08-07,Houston
CONT1000013,BOL2024100013,CUSTOMS_RELEASED,2024-08-07,Houston
CONT1000013,BOL2024100013,DESTINATION_GATE_OUT,2024-08-10,Houston
CONT1000013,BOL2024100013,DELIVERED_TO_NODE,2024-08-13,Houston
CONT1000013,BOL2024100013,EMPTY_RETURNED,2024-08-21,Houston
CONT1000014,BOL2024100014,ORIGIN_GATE_IN,2024-08-05,Singapore
CONT1000014,BOL2024100014,LOADED_ON_VESSEL,2024-08-09,Singapore
CONT1000014,BOL2024100014,VESSEL_DEPARTED,2024-08-12,Singapore
CONT1000014,BOL2024100014,DESTINATION_PORT_ARRIVAL,2024-09-24,Houston
CONT1000014,BOL2024100014,VESSEL_DISCHARGE,2024-09-27,Houston
CONT1000014,BOL2024100014,CUSTOMS_RELEASED,2024-09-28,Houston
CONT1000014,BOL2024100014,DESTINATION_GATE_OUT,2024-10-03,Houston
CONT1000014,BOL2024100014,DELIVERED_TO_NODE,2024-10-03,Houston
CONT1000014,BOL2024100014,EMPTY_RETURNED,2024-10-12,Houston
CONT1000015,BOL2024100015,ORIGIN_GATE_IN,2024-11-16,Shanghai
CONT1000015,BOL2024100015,LOADED_ON_VESSEL,2024-11-17,Shanghai
CONT1000015,BOL2024100015,VESSEL_DEPARTED,2024-11-19,Shanghai
CONT1000015,BOL2024100015,DESTINATION_PORT_ARRIVAL,2024-12-26,Long Beach
CONT1000015,BOL2024100015,VESSEL_DISCHARGE,2024-12-28,Long Beach
CONT1000015,BOL2024100015,CUSTOMS_RELEASED,2025-01-01,Long Beach
CONT1000015,BOL2024100015,DESTINATION_GATE_OUT,2025-01-01,Long Beach
CONT1000015,BOL2024100015,DELIVERED_TO_NODE,2025-01-03,Long Beach
CONT1000015,BOL2024100015,EMPTY_RETURNED,2025-01-10,Long Beach
CONT1000016,BOL2024100016,ORIGIN_GATE_IN,2024-11-12,Shanghai
CONT1000016,BOL2024100016,LOADED_ON_VESSEL,2024-11-17,Shanghai
CONT1000016,BOL2024100016,VESSEL_DEPARTED,2024-11-18,Shanghai
CONT1000016,BOL2024100016,DESTINATION_PORT_ARRIVAL,2024-12-09,Long Beach
CONT1000016,BOL2024100016,VESSEL_DISCHARGE,2024-12-12,Long Beach
CONT1000016,BOL2024100016,CUSTOMS_RELEASED,2024-12-16,Long Beach
CONT1000016,BOL2024100016,DESTINATION_GATE_OUT,2024-12-21,Long Beach
CONT1000016,BOL2024100016,DELIVERED_TO_NODE,2024-12-23,Long Beach
CONT1000016,BOL2024100016,EMPTY_RETURNED,2024-12-31,Long Beach
CONT1000017,BOL2024100017,ORIGIN_GATE_IN,2024-09-20,Singapore
CONT1000017,BOL2024100017,LOADED_ON_VESSEL,2024-09-26,Singapore
CONT1000017,BOL2024100017,VESSEL_DEPARTED,2024-09-28,Singapore
CONT1000017,BOL2024100017,DESTINATION_PORT_ARRIVAL,2024-11-05,New York/New Jersey
CONT1000017,BOL2024100017,VESSEL_DISCHARGE,2024-11-05,New York/New Jersey
CONT1000017,BOL2024100017,CUSTOMS_RELEASED,2024-11-06,New York/New Jersey
CONT1000017,BOL2024100017,DESTINATION_GATE_OUT,2024-11-08,New York/New Jersey
CONT1000017,BOL2024100017,DELIVERED_TO_NODE,2024-11-09,New York/New Jersey
CONT1000017,BOL2024100017,EMPTY_RETURNED,2024-11-17,New York/New Jersey
CONT1000018,BOL2024100018,ORIGIN_GATE_IN,2024-09-21,Singapore
CONT1000018,BOL2024100018,LOADED_ON_VESSEL,2024-09-24,Singapore
CONT1000018,BOL2024100018,VESSEL_DEPARTED,2024-09-26,Singapore
CONT1000018,BOL2024100018,DESTINATION_PORT_ARRIVAL,2024-11-08,Savannah
CONT1000018,BOL2024100018,VESSEL_DISCHARGE,2024-11-09,Savannah
CONT1000018,BOL2024100018,CUSTOMS_RELEASED,2024-11-13,Savannah
CONT1000018,BOL2024100018,DESTINATION_GATE_OUT,2024-11-14,Savannah
CONT1000018,BOL2024100018,DELIVERED_TO_NODE,2024-11-18,Savannah
CONT1000018,BOL2024100018,EMPTY_RETURNED,2024-11-24,Savannah
CONT1000019,BOL2024100019,ORIGIN_GATE_IN,2024-08-05,Ho Chi Minh
CONT1000019,BOL2024100019,LOADED_ON_VESSEL,2024-08-09,Ho Chi Minh
CONT1000019,BOL2024100019,VESSEL_DEPARTED,2024-08-12,Ho Chi Minh
CONT1000019,BOL2024100019,DESTINATION_PORT_ARRIVAL,2024-09-04,New York/New Jersey
CONT1000019,BOL2024100019,VESSEL_DISCHARGE,2024-09-07,New York/New Jersey
CONT1000019,BOL2024100019,CUSTOMS_RELEASED,2024-09-08,New York/New Jersey
CONT1000019,BOL2024100019,DESTINATION_GATE_OUT,2024-09-10,New York/New Jersey
CONT1000019,BOL2024100019,DELIVERED_TO_NODE,2024-09-13,New York/New Jersey
CONT1000019,BOL2024100019,EMPTY_RETURNED,2024-09-20,New York/New Jersey
CONT1000020,BOL2024100020,ORIGIN_GATE_IN,2024-04-13,Busan
CONT1000020,BOL2024100020,LOADED_ON_VESSEL,2024-04-19,Busan
CONT1000020,BOL2024100020,VESSEL_DEPARTED,2024-04-22,Busan
CONT1000020,BOL2024100020,DESTINATION_PORT_ARRIVAL,2024-05-14,Los Angeles
CONT1000020,BOL2024100020,VESSEL_DISCHARGE,2024-05-16,Los Angeles
CONT1000020,BOL2024100020,CUSTOMS_RELEASED,2024-05-19,Los Angeles
CONT1000020,BOL2024100020,DESTINATION_GATE_OUT,2024-05-20,Los Angeles
CONT1000020,BOL2024100020,DELIVERED_TO_NODE,2024-05-24,Los Angeles
CONT1000020,BOL2024100020,EMPTY_RETURNED,2024-05-28,Los Angeles
CONT1000021,BOL2024100021,ORIGIN_GATE_IN,2024-03-01,Singapore
CONT1000021,BOL2024100021,LOADED_ON_VESSEL,2024-03-03,Singapore
CONT1000021,BOL2024100021,VESSEL_DEPARTED,2024-03-06,Singapore
CONT1000021,BOL2024100021,DESTINATION_PORT_ARRIVAL,2024-04-09,New York/New Jersey
CONT1000021,BOL2024100021,VESSEL_DISCHARGE,2024-04-09,New York/New Jersey
CONT1000021,BOL2024100021,CUSTOMS_RELEASED,2024-04-14,New York/New Jersey
CONT1000021,BOL2024100021,DESTINATION_GATE_OUT,2024-04-17,New York/New Jersey
CONT1000021,BOL2024100021,DELIVERED_TO_NODE,2024-04-18,New York/New Jersey
CONT1000021,BOL2024100021,EMPTY_RETURNED,2024-04-21,New York/New Jersey
CONT1000022,BOL2024100022,ORIGIN_GATE_IN,2024-09-10,Ho Chi Minh
CONT1000022,BOL2024100022,LOADED_ON_VESSEL,2024-09-13,Ho Chi Minh
CONT1000022,BOL2024100022,VESSEL_DEPARTED,2024-09-14,Ho Chi Minh
CONT1000022,BOL2024100022,DESTINATION_PORT_ARRIVAL,2024-10-15,New York/New Jersey
CONT1000022,BOL2024100022,VESSEL_DISCHARGE,2024-10-18,New York/New Jersey
CONT1000022,BOL2024100022,CUSTOMS_RELEASED,2024-10-18,New York/New Jersey
CONT1000022,BOL2024100022,DESTINATION_GATE_OUT,2024-10-21,New York/New Jersey
CONT1000022,BOL2024100022,DELIVERED_TO_NODE,2024-10-24,New York/New Jersey
CONT1000022,BOL2024100022,EMPTY_RETURNED,2024-10-29,New York/New Jersey
CONT1000023,BOL2024100023,ORIGIN_GATE_IN,2025-10-14,Singapore
CONT1000023,BOL2024100023,LOADED_ON_VESSEL,2025-10-17,Singapore
CONT1000023,BOL2024100023,VESSEL_DEPARTED,2025-10-18,Singapore
CONT1000023,BOL2024100023,DESTINATION_PORT_ARRIVAL,2025-11-15,Savannah
CONT1000023,BOL2024100023,VESSEL_DISCHARGE,2025-11-15,Savannah
CONT1000023,BOL2024100023,CUSTOMS_RELEASED,2025-11-15,Savannah
CONT1000023,BOL2024100023,DESTINATION_GATE_OUT,2025-11-17,Savannah
CONT1000023,BOL2024100023,DELIVERED_TO_NODE,2025-11-19,Savannah
CONT1000023,BOL2024100023,EMPTY_RETURNED,2025-11-25,Savannah
CONT1000024,BOL2024100024,ORIGIN_GATE_IN,2025-04-01,Yantian
CONT1000024,BOL2024100024,LOADED_ON_VESSEL,2025-04-08,Yantian
CONT1000024,BOL2024100024,VESSEL_DEPARTED,2025-04-09,Yantian
CONT1000024,BOL2024100024,DESTINATION_PORT_ARRIVAL,2025-04-29,New York/New Jersey
CONT1000024,BOL2024100024,VESSEL_DISCHARGE,2025-04-30,New York/New Jersey
CONT1000024,BOL2024100024,CUSTOMS_RELEASED,2025-05-04,New York/New Jersey
CONT1000024,BOL2024100024,DESTINATION_GATE_OUT,2025-05-04,New York/New Jersey
CONT1000024,BOL2024100024,DELIVERED_TO_NODE,2025-05-04,New York/New Jersey
CONT1000024,BOL2024100024,EMPTY_RETURNED,2025-05-10,New York/New Jersey
CONT1000025,BOL2024100025,ORIGIN_GATE_IN,2024-04-12,Ho Chi Minh
CONT1000025,BOL2024100025,LOADED_ON_VESSEL,2024-04-17,Ho Chi Minh
CONT1000025,BOL2024100025,VESSEL_DEPARTED,2024-04-18,Ho Chi Minh
CONT1000025,BOL2024100025,DESTINATION_PORT_ARRIVAL,2024-05-29,Long Beach
CONT1000025,BOL2024100025,VESSEL_DISCHARGE,2024-05-30,Long Beach
CONT1000025,BOL2024100025,CUSTOMS_RELEASED,2024-05-30,Long Beach
CONT1000025,BOL2024100025,DESTINATION_GATE_OUT,2024-06-03,Long Beach
CONT1000025,BOL2024100025,DELIVERED_TO_NODE,2024-06-04,Long Beach
CONT1000025,BOL2024100025,EMPTY_RETURNED,2024-06-12,Long Beach
CONT1000026,BOL2024100026,ORIGIN_GATE_IN,2024-07-17,Singapore
CONT1000026,BOL2024100026,LOADED_ON_VESSEL,2024-07-20,Singapore
CONT1000026,BOL2024100026,VESSEL_DEPARTED,2024-07-22,Singapore
CONT1000026,BOL2024100026,DESTINATION_PORT_ARRIVAL,2024-08-26,Savannah
CONT1000026,BOL2024100026,VESSEL_DISCHARGE,2024-08-28,Savannah
CONT1000026,BOL2024100026,CUSTOMS_RELEASED,2024-08-28,Savannah
CONT1000026,BOL2024100026,DESTINATION_GATE_OUT,2024-09-01,Savannah
CONT1000026,BOL2024100026,DELIVERED_TO_NODE,2024-09-03,Savannah
CONT1000026,BOL2024100026,EMPTY_RETURNED,2024-09-06,Savannah
CONT1000027,BOL2024100027,ORIGIN_GATE_IN,2025-08-27,Ho Chi Minh
CONT1000027,BOL2024100027,LOADED_ON_VESSEL,2025-09-02,Ho Chi Minh
CONT1000027,BOL2024100027,VESSEL_DEPARTED,2025-09-05,Ho Chi Minh
CONT1000027,BOL2024100027,DESTINATION_PORT_ARRIVAL,2025-10-03,Savannah
CONT1000027,BOL2024100027,VESSEL_DISCHARGE,2025-10-03,Savannah
CONT1000027,BOL2024100027,CUSTOMS_RELEASED,2025-10-08,Savannah
CONT1000027,BOL2024100027,DESTINATION_GATE_OUT,2025-10-08,Savannah
CONT1000027,BOL2024100027,DELIVERED_TO_NODE,2025-10-11,Savannah
CONT1000027,BOL2024100027,EMPTY_RETURNED,2025-10-19,Savannah
CONT1000028,BOL2024100028,ORIGIN_GATE_IN,2024-11-01,Shanghai
CONT1000028,BOL2024100028,LOADED_ON_VESSEL,2024-11-09,Shanghai
CONT1000028,BOL2024100028,VESSEL_DEPARTED,2024-11-10,Shanghai
CONT1000028,BOL2024100028,DESTINATION_PORT_ARRIVAL,2024-12-08,Los Angeles
CONT1000028,BOL2024100028,VESSEL_DISCHARGE,2024-12-08,Los Angeles
CONT1000028,BOL2024100028,CUSTOMS_RELEASED,2024-12-12,Los Angeles
CONT1000028,BOL2024100028,DESTINATION_GATE_OUT,2024-12-16,Los Angeles
CONT1000028,BOL2024100028,DELIVERED_TO_NODE,2024-12-16,Los Angeles
CONT1000028,BOL2024100028,EMPTY_RETURNED,2024-12-25,Los Angeles
CONT1000029,BOL2024100029,ORIGIN_GATE_IN,2025-05-09,Ho Chi Minh
CONT1000029,BOL2024100029,LOADED_ON_VESSEL,2025-05-09,Ho Chi Minh
CONT1000029,BOL2024100029,VESSEL_DEPARTED,2025-05-12,Ho Chi Minh
CONT1000029,BOL2024100029,DESTINATION_PORT_ARRIVAL,2025-06-08,Los Angeles
CONT1000029,BOL2024100029,VESSEL_DISCHARGE,2025-06-08,Los Angeles
CONT1000029,BOL2024100029,CUSTOMS_RELEASED,2025-06-09,Los Angeles
CONT1000029,BOL2024100029,DESTINATION_GATE_OUT,2025-06-14,Los Angeles
CONT1000029,BOL2024100029,DELIVERED_TO_NODE,2025-06-14,Los Angeles
CONT1000029,BOL2024100029,EMPTY_RETURNED,2025-06-18,Los Angeles
CONT1000030,BOL2024100030,ORIGIN_GATE_IN,2025-07-11,Ningbo
CONT1000030,BOL2024100030,LOADED_ON_VESSEL,2025-07-15,Ningbo
CONT1000030,BOL2024100030,VESSEL_DEPARTED,2025-07-16,Ningbo
CONT1000030,BOL2024100030,DESTINATION_PORT_ARRIVAL,2025-08-18,Houston
CONT1000030,BOL2024100030,VESSEL_DISCHARGE,2025-08-20,Houston
CONT1000030,BOL2024100030,CUSTOMS_RELEASED,2025-08-25,Houston
CONT1000030,BOL2024100030,DESTINATION_GATE_OUT,2025-08-28,Houston
CONT1000030,BOL2024100030,DELIVERED_TO_NODE,2025-09-01,Houston
CONT1000030,BOL2024100030,EMPTY_RETURNED,2025-09-09,Houston
CONT1000031,BOL2024100031,ORIGIN_GATE_IN,2024-11-07,Ningbo
CONT1000031,BOL2024100031,LOADED_ON_VESSEL,2024-11-14,Ningbo
CONT1000031,BOL2024100031,VESSEL_DEPARTED,2024-11-15,Ningbo
CONT1000031,BOL2024100031,DESTINATION_PORT_ARRIVAL,2024-12-17,Savannah
CONT1000031,BOL2024100031,VESSEL_DISCHARGE,2024-12-18,Savannah
CONT1000031,BOL2024100031,CUSTOMS_RELEASED,2024-12-23,Savannah
CONT1000031,BOL2024100031,DESTINATION_GATE_OUT,2024-12-25,Savannah
CONT1000031,BOL2024100031,DELIVERED_TO_NODE,2024-12-27,Savannah
CONT1000031,BOL2024100031,EMPTY_RETURNED,2024-12-30,Savannah
CONT1000032,BOL2024100032,ORIGIN_GATE_IN,2024-04-30,Busan
CONT1000032,BOL2024100032,LOADED_ON_VESSEL,2024-05-02,Busan
CONT1000032,BOL2024100032,VESSEL_DEPARTED,2024-05-03,Busan
CONT1000032,BOL2024100032,DESTINATION_PORT_ARRIVAL,2024-05-28,Savannah
CONT1000032,BOL2024100032,VESSEL_DISCHARGE,2024-05-31,Savannah
CONT1000032,BOL2024100032,CUSTOMS_RELEASED,2024-06-03,Savannah
CONT1000032,BOL2024100032,DESTINATION_GATE_OUT,2024-06-03,Savannah
CONT1000032,BOL2024100032,DELIVERED_TO_NODE,2024-06-04,Savannah
CONT1000032,BOL2024100032,EMPTY_RETURNED,2024-06-12,Savannah
CONT1000033,BOL2024100033,ORIGIN_GATE_IN,2025-08-20,Shanghai
CONT1000033,BOL2024100033,LOADED_ON_VESSEL,2025-08-23,Shanghai
CONT1000033,BOL2024100033,VESSEL_DEPARTED,2025-08-25,Shanghai
CONT1000033,BOL2024100033,DESTINATION_PORT_ARRIVAL,2025-09-29,Seattle
CONT1000033,BOL2024100033,VESSEL_DISCHARGE,2025-09-30,Seattle
CONT1000033,BOL2024100033,CUSTOMS_RELEASED,2025-09-30,Seattle
CONT1000033,BOL2024100033,DESTINATION_GATE_OUT,2025-10-02,Seattle
CONT1000033,BOL2024100033,DELIVERED_TO_NODE,2025-10-04,Seattle
CONT1000033,BOL2024100033,EMPTY_RETURNED,2025-10-11,Seattle
CONT1000034,BOL2024100034,ORIGIN_GATE_IN,2024-03-08,Ho Chi Minh
CONT1000034,BOL2024100034,LOADED_ON_VESSEL,2024-03-10,Ho Chi Minh
CONT1000034,BOL2024100034,VESSEL_DEPARTED,2024-03-13,Ho Chi Minh
CONT1000034,BOL2024100034,DESTINATION_PORT_ARRIVAL,2024-05-08,Long Beach
CONT1000034,BOL2024100034,VESSEL_DISCHARGE,2024-05-09,Long Beach
CONT1000034,BOL2024100034,CUSTOMS_RELEASED,2024-05-10,Long Beach
CONT1000034,BOL2024100034,DESTINATION_GATE_OUT,2024-05-14,Long Beach
CONT1000034,BOL2024100034,DELIVERED_TO_NODE,2024-05-17,Long Beach
CONT1000034,BOL2024100034,EMPTY_RETURNED,2024-05-21,Long Beach
CONT1000035,BOL2024100035,ORIGIN_GATE_IN,2024-11-30,Ningbo
CONT1000035,BOL2024100035,LOADED_ON_VESSEL,2024-12-02,Ningbo
CONT1000035,BOL2024100035,VESSEL_DEPARTED,2024-12-04,Ningbo
CONT1000035,BOL2024100035,DESTINATION_PORT_ARRIVAL,2024-12-20,Los Angeles
CONT1000035,BOL2024100035,VESSEL_DISCHARGE,2024-12-23,Los Angeles
CONT1000035,BOL2024100035,CUSTOMS_RELEASED,2024-12-26,Los Angeles
CONT1000035,BOL2024100035,DESTINATION_GATE_OUT,2024-12-29,Los Angeles
CONT1000035,BOL2024100035,DELIVERED_TO_NODE,2025-01-02,Los Angeles
CONT1000035,BOL2024100035,EMPTY_RETURNED,2025-01-08,Los Angeles
CONT1000036,BOL2024100036,ORIGIN_GATE_IN,2025-07-03,Singapore
CONT1000036,BOL2024100036,LOADED_ON_VESSEL,2025-07-04,Singapore
